yn ,86915
 yn,73268
dd ,58372
 ma,46766
ae ,41703
mae,41508
au ,41166
 y ,37056
d y,34484
 r ,34241
edd,34016
ydd,32113
 ar,29709
n y,27423
 i ,27061
 o ,25595
 cy,24416
ol ,23206
ddi,22508
eth,22398
th ,22307
 gw,22015
oed,21705
ar ,20997
 gy,20886
wyd,20811
 ei,20135
odd,20032
 dd,19800
yd ,19381
 ga,18857
aet,18378
 a ,18303
iad,18152
 n ,17591
 rh,17464
io ,17081
an ,17029
ei ,16910
n c,16705
n a,16593
wn ,16451
yr ,16319
 ca,16215
 me,15899
 ll,15724
n g,15545
wed,15172
edi,15027
r y,14887
n d,14784
di ,14747
el ,14648
ith,14017
ad ,13707
od ,13571
dau,13523
 we,13238
er ,13047
r a,12856
 fe,12838
 da,12618
l y,12348
on ,12105
d a,12085
ddo,12074
 am,11976
e r,11770
roe,11476
ynn,11313
 he,11275
 hy,10977
r g,10878
ch ,10848
gan,10837
dda,10836
ewn,10790
 ch,10715
ir ,10563
 di,10488
 yr,10322
mew,10318
 ro,10208
 ff,10036
fod,10027
ll ,9916
iau,9853
dia,9840
 de,9685
nol,9582
 dy,9510
en ,9442
id ,9437
 ym,9361
 sy,9297
dol,9279
fyd,9236
yw ,9156
cyn,9155
 un,9154
u a,9136
dio,9064
eu ,9033
hyn,8912
efy,8877
eit,8839
lla,8754
idd,8709
wyr,8704
wy ,8699
 ac,8640
l a,8614
ada,8578
rth,8520
i r,8510
i g,8507
rha,8479
fer,8412
rwy,8381
o r,8362
i d,8350
 go,8337
 dr,8204
dyn,8145
aid,8136
fel,8134
ed ,8120
ai ,8108
gyf,8040
ac ,8002
 tr,7960
n f,7950
nyd,7935
n e,7808
 ni,7795
cyf,7793
ael,7772
ig ,7724
r d,7684
ach,7648
ion,7634
chw,7624
rdd,7600
all,7417
nt ,7359
nia,7302
han,7276
d e,7215
ell,7159
 bo,7159
h y,7123
n o,6980
r c,6975
n b,6952
da ,6940
ara,6880
lwy,6833
 ne,6832
d g,6830
 by,6801
dde,6795
af ,6795
n s,6739
 be,6717
rch,6615
wr ,6604
 pe,6570
r o,6512
 br,6489
nna,6449
gol,6421
nod,6412
d o,6402
hef,6375
 ad,6360
gwe,6303
dwy,6292
 ge,6273
i a,6243
ria,6237
in ,6201
 ys,6166
l e,6164
efn,6150
u c,6128
gyd,6049
y d,6016
 eu,5997
 fa,5989
wys,5969
un ,5963
 oe,5937
dig,5907
d h,5852
y g,5850
wei,5814
e n,5783
 an,5782
y c,5739
ysg,5738
wyn,5734
ys ,5672
yda,5671
yst,5667
ddy,5643
gwy,5627
ni ,5613
d c,5600
es ,5597
iae,5592
thi,5562
u g,5558
d i,5542
 yw,5511
red,5490
 ba,5458
n h,5445
