 yn ,69458
 mae,40810
mae ,39057
edd ,21922
oedd,18954
aeth,18367
 ar ,17883
 ei ,16597
odd ,16447
d yn,16171
dd y,16088
yn y,14589
eth ,12704
dau ,12356
ydd ,11531
ae r,11509
d y ,11445
wydd,11281
n yn,11151
e r ,10572
mewn,10318
 mew,10318
ewn ,10234
roed,10210
edi ,10049
 yr ,10024
yn c,9965
 gan,9705
 wed,9605
iad ,9212
wedi,9154
 roe,9106
 cyn,8901
n y ,8539
iau ,8487
wyd ,8448
yn d,8394
eith,8348
yn g,8224
yddi,7974
nydd,7848
 cyf,7748
efyd,7742
 gyf,7571
yn a,7512
l yn,7198
 hyn,7180
 rha,6961
o r ,6893
gan ,6731
 ac ,6575
i r ,6354
ael ,6306
 ddi,6279
adau,6272
 hef,6147
n cy,6140
 o r,6115
hefy,6108
 fel,6092
fel ,6011
 gwe,5953
ion ,5931
 eu ,5899
yd y,5847
nol ,5770
ddio,5706
r y ,5698
iada,5622
dd a,5599
iaet,5591
wyr ,5574
 gyd,5574
 yw ,5502
ae n,5485
au a,5468
dol ,5449
fer ,5352
 y c,5332
fodd,5308
 y d,5259
n gw,5234
 i r,5207
e n ,5202
ol y,5172
r yn,5161
dio ,5074
fyd ,5027
diad,4999
ddia,4991
yr a,4977
 gwa,4960
 y g,4935
n ca,4878
dyn ,4876
 chw,4875
yn e,4864
od y,4834
wedd,4832
yddo,4735
th y,4706
aidd,4693
 cae,4669
 oed,4637
gyda,4637
dd e,4607
n gy,4572
 fod,4560
nau ,4496
hyn ,4490
n dd,4465
el e,4448
d i ,4420
aith,4410
 dyn,4404
hau ,4368
 un ,4338
 lla,4332
weit,4331
yda ,4288
aid ,4283
d ei,4268
r o ,4250
 dda,4244
ith ,4235
 am ,4224
ar g,4180
ar y,4140
cael,4092
n ar,4071
 r c,4065
h yn,4061
efny,4048
d ar,4048
fnyd,4046
ithi,4034
defn,4033
n o ,4007
r gy,3980
wrth,3939
 i g,3922
n rh,3912
i dd,3890
chwa,3874
ol a,3841
 r d,3783
cynn,3753
n ei,3722
 r g,3707
idd ,3706
y n ,3688
rwyd,3606
 dde,3594
ae g,3578
yn b,3562
ant ,3558
u yn,3552
 rhy,3544
ach ,3539
wys ,3530
niad,3509
ddol,3506
rth ,3477
yn f,3467
 gal,3466
yn s,3457
 rhe,3454
afod,3448
d o ,3409
dd g,3375
l ei,3372
ddo ,3370
 gyn,3367
ynna,3360
au c,3349
n ll,3331
r ar,3323
an y,3315
 y b,3286
nid ,3278
a ch,3262
ffor,3232
a r ,3229
u r ,3197
anol,3197
 nid,3192
fod ,3180
 y t,3178
 hwn,3140
 sy ,3136
au y,3135
l ar,3125
 lle,3122
 can,3101
nnwy,3096
sy n,3094
 gwy,3057
dd h,3053
d yr,3043
 i d,3032
edig,3029
n i ,3028
er o,3025
rau ,3008
u n ,2996
 fe ,2987
rhai,2983
ynnw,2976
l y ,2964
llaw,2952
yn r,2941
 o b,2934
dd b,2927
s yn,2926
gyfe,2914
 lly,2908
hwar,2898
 o d,2887
ae d,2886
ddau,2884
n am,2881
 gor,2881
dig ,2875
c yn,2869
gol ,2858
 def,2851
wara,2845
all ,2841
 o g,2836
lwyd,2824
au g,2813
n yr,2811
 y p,2807
bod ,2801
 caf,2790
 byd,2786
nnau,2784
 ysg,2783
nwys,2780
gall,2779
arae,2777
 yst,2773
rwy ,2770
rdd ,2762
gwei,2757
r cy,2751
 r a,2740
u cy,2730
etha,2724
 o f,2722
yfer,2713
 bod,2696
ei d,2689
on y,2683
 bob,2679
u ar,2677
 n c,2673
ddiw,2671
